Product_Name,Brand,Category,Usage_Frequency,Price,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender,Packaging_Type,Ingredients,Cruelty_Free,Country_of_Origin,Price_IDR,combined_features,Image_URL
divine lip gloss,laura mercier,lip liner,daily,149.93,3.6,5123,100ml,combination,unisex,Bottle,aloe vera,False,South Korea,2248950.0,lip liner combination daily aloe vera,
super lipstick,pat mcgrath labs,cleanser,weekly,127.29,4.7,2266,200ml,dry,female,Jar,shea butter,False,Japan,1909350.0,cleanser dry weekly shea butter,
divine makeup remover,kylie cosmetics,moisturizer,monthly,30.21,2.1,5489,150ml,oily,female,Compact,vitamin c,True,South Korea,453150.0,moisturizer oily monthly vitamin c,
divine contour,urban decay,face mask,monthly,15.71,2.2,5653,100ml,combination,male,Stick,salicylic acid,False,Japan,235650.0,face mask combination monthly salicylic acid,
perfect exfoliator,juvia’s place,eye shadow,daily,50.78,4.6,920,30ml,normal,unisex,Compact,glycerin,False,UK,761700.0,eye shadow normal daily glycerin,
ultra moisturizer,e.l.f.,blush,occasional,114.24,1.4,961,50ml,sensitive,female,Tube,aloe vera,True,Germany,1713600.0,blush sensitive occasional aloe vera,
perfect face mask,laura mercier,lipstick,weekly,69.9,4.0,9286,250ml,oily,unisex,Tube,shea butter,False,South Korea,1048500.0000000001,lipstick oily weekly shea butter,
divine lipstick,colourpop,lip gloss,daily,99.36,1.3,6809,50ml,normal,female,Spray,hyaluronic acid,True,France,1490400.0,lip gloss normal daily hyaluronic acid,
divine powder,drunk elephant,lip gloss,weekly,102.02,2.6,9806,200ml,normal,male,Tube,vitamin c,True,Japan,1530300.0,lip gloss normal weekly vitamin c,
magic contour,charlotte tilbury,concealer,occasional,77.23,4.1,796,50ml,sensitive,female,Spray,salicylic acid,False,USA,1158450.0,concealer sensitive occasional salicylic acid,
ultra eye shadow,glossier,lip liner,occasional,93.23,3.9,3402,30ml,combination,female,Bottle,retinol,True,Australia,1398450.0,lip liner combination occasional retinol,
magic eyeliner,becca,concealer,daily,94.38,3.6,7647,100ml,combination,male,Jar,aloe vera,False,UK,1415700.0,concealer combination daily aloe vera,
magic concealer,bite beauty,cleanser,daily,34.06,2.1,9930,150ml,normal,unisex,Tube,hyaluronic acid,False,South Korea,510900.00000000006,cleanser normal daily hyaluronic acid,
super concealer,juvia’s place,face oil,monthly,148.14,4.5,4749,250ml,normal,male,Spray,glycerin,False,Italy,2222100.0,face oil normal monthly glycerin,
divine lipstick,shiseido,bronzer,monthly,23.86,3.5,7470,30ml,dry,female,Compact,vitamin c,True,Australia,357900.0,bronzer dry monthly vitamin c,
magic face oil,bobby brown,bronzer,monthly,86.85,3.4,845,150ml,sensitive,female,Tube,retinol,False,Italy,1302750.0,bronzer sensitive monthly retinol,
ultra powder,urban decay,blush,occasional,109.19,2.3,5592,100ml,sensitive,male,Tube,shea butter,False,South Korea,1637850.0,blush sensitive occasional shea butter,
perfect exfoliator,milk makeup,moisturizer,daily,43.56,4.5,3614,30ml,sensitive,unisex,Bottle,vitamin c,False,Italy,653400.0,moisturizer sensitive daily vitamin c,
magic lip gloss,laura mercier,lipstick,occasional,39.46,2.2,2382,200ml,combination,female,Bottle,aloe vera,False,Germany,591900.0,lipstick combination occasional aloe vera,
perfect serum,yves saint laurent,setting spray,weekly,45.71,3.6,1155,50ml,dry,female,Spray,vitamin c,False,Italy,685650.0,setting spray dry weekly vitamin c,
magic concealer,patrick ta,contour,daily,149.43,2.2,8647,100ml,sensitive,male,Jar,retinol,True,Italy,2241450.0,contour sensitive daily retinol,
super moisturizer,fenty beauty,face oil,occasional,55.92,1.2,2764,50ml,dry,unisex,Jar,glycerin,False,South Korea,838800.0,face oil dry occasional glycerin,
super concealer,bobby brown,cleanser,daily,129.68,4.1,3820,150ml,normal,male,Stick,retinol,False,USA,1945200.0,cleanser normal daily retinol,
super bb cream,bite beauty,face mask,weekly,33.88,4.6,2417,50ml,sensitive,male,Spray,salicylic acid,True,Japan,508200.00000000006,face mask sensitive weekly salicylic acid,
super eye shadow,make up for ever,exfoliator,weekly,81.45,1.6,8686,50ml,dry,female,Spray,retinol,False,Italy,1221750.0,exfoliator dry weekly retinol,
super exfoliator,danessa myricks,blush,daily,147.61,1.2,1075,250ml,dry,female,Stick,salicylic acid,True,UK,2214150.0,blush dry daily salicylic acid,
ultra foundation,kylie cosmetics,face mask,occasional,107.06,4.4,1168,30ml,sensitive,female,Stick,salicylic acid,True,Japan,1605900.0,face mask sensitive occasional salicylic acid,
divine exfoliator,sisley,cleanser,occasional,98.14,4.5,271,30ml,sensitive,female,Tube,glycerin,True,Italy,1472100.0,cleanser sensitive occasional glycerin,
perfect eye shadow,fenty beauty,eye shadow,monthly,121.31,2.9,9280,200ml,normal,unisex,Spray,glycerin,True,South Korea,1819650.0,eye shadow normal monthly glycerin,
ultra exfoliator,colourpop,serum,occasional,128.43,1.0,1261,100ml,normal,unisex,Compact,shea butter,False,Italy,1926450.0,serum normal occasional shea butter,
magic cleanser,becca,concealer,daily,98.04,3.9,6353,200ml,combination,male,Jar,shea butter,False,France,1470600.0,concealer combination daily shea butter,
magic lip liner,milk makeup,mascara,occasional,121.18,3.7,7439,30ml,normal,unisex,Jar,glycerin,True,Japan,1817700.0,mascara normal occasional glycerin,
ultra cleanser,kvd beauty,concealer,occasional,138.55,3.2,9997,100ml,oily,female,Jar,vitamin c,True,USA,2078250.0000000002,concealer oily occasional vitamin c,
super contour,bobby brown,makeup remover,daily,33.9,4.8,7685,200ml,dry,female,Tube,shea butter,True,USA,508500.0,makeup remover dry daily shea butter,
perfect face oil,it cosmetics,lip liner,weekly,80.45,1.9,8307,100ml,normal,female,Compact,glycerin,False,USA,1206750.0,lip liner normal weekly glycerin,
perfect contour,yves saint laurent,primer,occasional,20.65,3.5,8045,250ml,combination,unisex,Stick,shea butter,False,Australia,309750.0,primer combination occasional shea butter,
divine bronzer,bite beauty,blush,monthly,37.78,3.5,9725,150ml,combination,unisex,Stick,retinol,True,UK,566700.0,blush combination monthly retinol,
divine powder,nars,makeup remover,monthly,21.54,1.6,4286,30ml,dry,unisex,Stick,aloe vera,True,France,323100.0,makeup remover dry monthly aloe vera,
ultra powder,morphe,primer,monthly,65.09,1.8,483,50ml,dry,female,Spray,aloe vera,False,Germany,976350.0,primer dry monthly aloe vera,
ultra serum,charlotte tilbury,concealer,monthly,97.74,2.6,8719,250ml,combination,unisex,Compact,retinol,False,Italy,1466100.0,concealer combination monthly retinol,
ultra eyeliner,farsali,foundation,occasional,143.36,2.6,2509,50ml,oily,female,Bottle,shea butter,True,Germany,2150400.0,foundation oily occasional shea butter,
perfect serum,yves saint laurent,bronzer,weekly,89.81,1.0,9943,200ml,sensitive,unisex,Bottle,salicylic acid,True,UK,1347150.0,bronzer sensitive weekly salicylic acid,
super blush,morphe,serum,monthly,87.43,3.6,9452,100ml,sensitive,male,Spray,vitamin c,False,Italy,1311450.0,serum sensitive monthly vitamin c,
perfect makeup remover,too faced,serum,monthly,86.21,1.7,4765,100ml,normal,male,Stick,retinol,False,UK,1293150.0,serum normal monthly retinol,
divine primer,patrick ta,bb cream,weekly,125.45,4.2,4773,200ml,dry,unisex,Jar,shea butter,True,Japan,1881750.0,bb cream dry weekly shea butter,
ultra makeup remover,patrick ta,makeup remover,daily,34.15,1.0,1815,30ml,dry,male,Jar,salicylic acid,True,USA,512250.0,makeup remover dry daily salicylic acid,
super setting spray,becca,contour,monthly,69.29,3.2,4237,50ml,oily,male,Stick,hyaluronic acid,False,Japan,1039350.0000000001,contour oily monthly hyaluronic acid,
divine powder,perricone md,face oil,weekly,94.78,1.7,5533,250ml,normal,female,Stick,shea butter,False,France,1421700.0,face oil normal weekly shea butter,
divine concealer,kylie cosmetics,mascara,monthly,42.33,3.9,1842,250ml,sensitive,unisex,Compact,hyaluronic acid,True,Japan,634950.0,mascara sensitive monthly hyaluronic acid,
ultra lip gloss,shiseido,cleanser,monthly,110.36,4.9,2455,200ml,sensitive,female,Compact,aloe vera,False,South Korea,1655400.0,cleanser sensitive monthly aloe vera,
super blush,drunk elephant,makeup remover,weekly,41.49,2.6,6116,250ml,combination,female,Stick,shea butter,False,Australia,622350.0,makeup remover combination weekly shea butter,
perfect primer,fenty beauty,primer,monthly,82.53,3.2,9436,50ml,normal,female,Bottle,shea butter,True,France,1237950.0,primer normal monthly shea butter,
magic blush,anastasia beverly hills,setting spray,weekly,147.3,3.0,963,200ml,dry,unisex,Jar,vitamin c,True,Japan,2209500.0,setting spray dry weekly vitamin c,
ultra lip gloss,tatcha,powder,weekly,83.86,2.1,8817,250ml,normal,unisex,Spray,vitamin c,True,France,1257900.0,powder normal weekly vitamin c,
ultra contour,sisley,exfoliator,weekly,87.19,2.8,67,50ml,dry,male,Tube,hyaluronic acid,True,South Korea,1307850.0,exfoliator dry weekly hyaluronic acid,
divine makeup remover,rare beauty,bb cream,occasional,93.01,1.5,8928,30ml,oily,female,Spray,retinol,False,UK,1395150.0,bb cream oily occasional retinol,
ultra mascara,anastasia beverly hills,lip liner,monthly,27.67,4.6,660,50ml,oily,unisex,Spray,vitamin c,False,Japan,415050.0,lip liner oily monthly vitamin c,
magic bronzer,tatcha,foundation,weekly,145.26,4.9,8816,250ml,dry,female,Jar,hyaluronic acid,True,Australia,2178900.0,foundation dry weekly hyaluronic acid,
ultra concealer,colourpop,face oil,occasional,138.96,2.4,2324,250ml,dry,male,Compact,shea butter,True,Italy,2084400.0000000002,face oil dry occasional shea butter,
magic bronzer,rare beauty,setting spray,daily,48.02,2.4,5441,50ml,sensitive,female,Bottle,vitamin c,False,Australia,720300.0,setting spray sensitive daily vitamin c,
divine concealer,yves saint laurent,primer,occasional,66.75,3.5,5470,150ml,combination,male,Bottle,glycerin,False,Japan,1001250.0,primer combination occasional glycerin,
perfect makeup remover,kiehl’s,bronzer,weekly,70.82,3.6,4861,250ml,sensitive,unisex,Spray,retinol,True,UK,1062300.0,bronzer sensitive weekly retinol,
divine lip liner,make up for ever,contour,weekly,78.61,3.2,3664,30ml,dry,unisex,Compact,shea butter,False,Australia,1179150.0,contour dry weekly shea butter,
super primer,kylie cosmetics,face mask,monthly,99.31,3.2,8505,50ml,normal,unisex,Stick,retinol,True,USA,1489650.0,face mask normal monthly retinol,
super eye shadow,tatcha,bb cream,monthly,46.91,4.1,7746,100ml,sensitive,unisex,Spray,glycerin,True,Italy,703650.0,bb cream sensitive monthly glycerin,
super face mask,farsali,cleanser,monthly,83.11,3.6,697,100ml,normal,unisex,Stick,retinol,True,Australia,1246650.0,cleanser normal monthly retinol,
magic eyeliner,nars,blush,weekly,65.66,4.6,3392,200ml,oily,unisex,Compact,aloe vera,True,France,984900.0,blush oily weekly aloe vera,
ultra cc cream,bite beauty,concealer,daily,139.0,5.0,8317,100ml,combination,female,Compact,salicylic acid,False,Japan,2085000.0,concealer combination daily salicylic acid,
perfect face mask,natasha denona,concealer,monthly,79.87,2.2,3783,50ml,sensitive,unisex,Compact,vitamin c,True,Japan,1198050.0,concealer sensitive monthly vitamin c,
perfect exfoliator,kylie cosmetics,moisturizer,weekly,29.67,2.7,2128,250ml,dry,female,Jar,hyaluronic acid,False,France,445050.0,moisturizer dry weekly hyaluronic acid,
super face oil,farsali,foundation,occasional,61.25,1.2,2026,200ml,combination,female,Jar,vitamin c,True,USA,918750.0,foundation combination occasional vitamin c,
perfect face mask,charlotte tilbury,cc cream,daily,26.61,4.9,8961,200ml,oily,male,Stick,salicylic acid,False,Italy,399150.0,cc cream oily daily salicylic acid,
divine mascara,milk makeup,mascara,occasional,87.27,2.5,213,250ml,sensitive,unisex,Stick,hyaluronic acid,True,Germany,1309050.0,mascara sensitive occasional hyaluronic acid,
perfect bronzer,laura mercier,makeup remover,daily,127.01,3.9,3968,150ml,sensitive,male,Spray,salicylic acid,False,Italy,1905150.0,makeup remover sensitive daily salicylic acid,
super foundation,nars,foundation,daily,97.53,4.3,2499,30ml,normal,female,Stick,retinol,True,Australia,1462950.0,foundation normal daily retinol,
ultra highlighter,it cosmetics,primer,weekly,119.86,1.8,5175,200ml,normal,unisex,Stick,hyaluronic acid,True,South Korea,1797900.0,primer normal weekly hyaluronic acid,
ultra powder,sisley,lip liner,monthly,28.26,3.9,9271,150ml,oily,male,Jar,glycerin,False,Australia,423900.0,lip liner oily monthly glycerin,
super lip gloss,it cosmetics,bronzer,weekly,122.45,1.7,4021,100ml,sensitive,male,Stick,shea butter,True,UK,1836750.0,bronzer sensitive weekly shea butter,
divine eye shadow,nars,eye shadow,weekly,47.75,2.5,6978,100ml,dry,unisex,Compact,glycerin,False,Japan,716250.0,eye shadow dry weekly glycerin,
magic highlighter,tatcha,serum,weekly,28.37,2.9,8828,30ml,normal,unisex,Stick,hyaluronic acid,True,UK,425550.0,serum normal weekly hyaluronic acid,
super highlighter,clinique,lip gloss,occasional,106.86,1.5,3184,50ml,normal,male,Compact,hyaluronic acid,False,UK,1602900.0,lip gloss normal occasional hyaluronic acid,
divine setting spray,farsali,foundation,monthly,55.49,1.9,2574,250ml,combination,unisex,Jar,shea butter,False,UK,832350.0,foundation combination monthly shea butter,
magic bb cream,e.l.f.,mascara,monthly,16.4,3.8,9712,150ml,dry,male,Tube,shea butter,True,Italy,245999.99999999997,mascara dry monthly shea butter,
perfect foundation,colourpop,serum,occasional,72.78,3.3,2107,200ml,dry,female,Spray,retinol,True,Australia,1091700.0,serum dry occasional retinol,
divine highlighter,tatcha,blush,occasional,81.24,3.9,2154,250ml,normal,unisex,Compact,salicylic acid,False,South Korea,1218600.0,blush normal occasional salicylic acid,
ultra eyeliner,bite beauty,moisturizer,weekly,103.16,2.9,8778,100ml,normal,unisex,Tube,salicylic acid,False,Japan,1547400.0,moisturizer normal weekly salicylic acid,
divine face mask,urban decay,eye shadow,monthly,126.3,1.5,9692,200ml,sensitive,female,Stick,salicylic acid,False,Germany,1894500.0,eye shadow sensitive monthly salicylic acid,
divine makeup remover,nars,eye shadow,daily,33.71,4.0,1817,50ml,dry,unisex,Compact,retinol,True,Japan,505650.0,eye shadow dry daily retinol,
ultra foundation,nars,lipstick,daily,96.81,2.9,2389,50ml,combination,unisex,Bottle,aloe vera,False,USA,1452150.0,lipstick combination daily aloe vera,
super powder,juvia’s place,contour,monthly,108.25,1.1,1222,250ml,sensitive,unisex,Jar,salicylic acid,True,Italy,1623750.0,contour sensitive monthly salicylic acid,
ultra highlighter,kylie cosmetics,blush,monthly,48.13,4.8,4317,150ml,dry,unisex,Bottle,retinol,True,UK,721950.0,blush dry monthly retinol,
divine lipstick,urban decay,powder,monthly,48.95,1.4,5669,50ml,sensitive,unisex,Stick,salicylic acid,False,Japan,734250.0,powder sensitive monthly salicylic acid,
divine makeup remover,pat mcgrath labs,serum,occasional,34.56,2.5,8241,150ml,oily,unisex,Jar,shea butter,False,Italy,518400.00000000006,serum oily occasional shea butter,
super contour,shiseido,face oil,monthly,135.28,2.7,4942,200ml,normal,unisex,Jar,salicylic acid,False,France,2029200.0,face oil normal monthly salicylic acid,
divine bronzer,huda beauty,cc cream,weekly,15.28,2.9,7022,30ml,oily,female,Compact,glycerin,False,Italy,229200.0,cc cream oily weekly glycerin,
ultra serum,morphe,highlighter,occasional,39.35,4.9,2565,200ml,combination,female,Bottle,shea butter,True,USA,590250.0,highlighter combination occasional shea butter,
ultra cleanser,bobby brown,highlighter,occasional,90.12,4.7,262,100ml,dry,male,Spray,salicylic acid,False,Australia,1351800.0,highlighter dry occasional salicylic acid,
divine moisturizer,fenty beauty,face oil,daily,106.07,3.2,3222,30ml,normal,male,Jar,glycerin,True,USA,1591050.0,face oil normal daily glycerin,
perfect moisturizer,anastasia beverly hills,moisturizer,daily,35.87,2.0,8805,30ml,sensitive,unisex,Spray,hyaluronic acid,False,UK,538050.0,moisturizer sensitive daily hyaluronic acid,
perfect cc cream,tatcha,contour,monthly,137.27,4.8,3982,30ml,dry,male,Jar,aloe vera,False,South Korea,2059050.0000000002,contour dry monthly aloe vera,
divine face oil,kvd beauty,contour,weekly,28.7,2.1,9170,200ml,sensitive,unisex,Spray,shea butter,True,Japan,430500.0,contour sensitive weekly shea butter,
perfect eye shadow,rare beauty,serum,monthly,23.41,3.6,2937,30ml,combination,female,Bottle,shea butter,True,South Korea,351150.0,serum combination monthly shea butter,
perfect lip gloss,perricone md,makeup remover,monthly,102.79,1.5,6675,30ml,dry,unisex,Tube,shea butter,True,France,1541850.0,makeup remover dry monthly shea butter,
divine bronzer,sisley,lip gloss,daily,21.23,1.3,5530,50ml,sensitive,female,Spray,shea butter,True,UK,318450.0,lip gloss sensitive daily shea butter,
divine exfoliator,nars,concealer,monthly,78.78,2.3,9604,200ml,sensitive,female,Compact,hyaluronic acid,True,Germany,1181700.0,concealer sensitive monthly hyaluronic acid,
super setting spray,juvia’s place,lip liner,occasional,18.32,1.4,6825,200ml,combination,female,Spray,aloe vera,False,UK,274800.0,lip liner combination occasional aloe vera,
super lip gloss,juvia’s place,moisturizer,monthly,29.78,1.1,1344,200ml,dry,unisex,Spray,salicylic acid,True,France,446700.0,moisturizer dry monthly salicylic acid,
magic face oil,rms beauty,lip gloss,weekly,111.74,4.3,9428,30ml,normal,female,Bottle,retinol,True,Italy,1676100.0,lip gloss normal weekly retinol,
ultra bronzer,pat mcgrath labs,bronzer,weekly,101.66,2.5,5619,250ml,sensitive,male,Compact,glycerin,False,USA,1524900.0,bronzer sensitive weekly glycerin,
perfect cc cream,nars,lip gloss,daily,56.0,4.9,6267,50ml,normal,female,Spray,aloe vera,False,Italy,840000.0,lip gloss normal daily aloe vera,
ultra lip gloss,farsali,blush,daily,33.81,2.4,4592,150ml,combination,male,Bottle,vitamin c,False,Australia,507150.00000000006,blush combination daily vitamin c,
magic lip gloss,kiehl’s,contour,monthly,139.55,2.3,5280,250ml,sensitive,male,Tube,hyaluronic acid,True,Japan,2093250.0000000002,contour sensitive monthly hyaluronic acid,
perfect lip liner,ilia beauty,blush,weekly,99.68,2.6,4736,100ml,normal,female,Stick,vitamin c,False,Australia,1495200.0,blush normal weekly vitamin c,
ultra contour,danessa myricks,mascara,occasional,112.29,3.5,7816,150ml,oily,male,Stick,shea butter,True,Italy,1684350.0,mascara oily occasional shea butter,
magic lip liner,glossier,primer,occasional,128.69,4.6,7698,200ml,sensitive,female,Jar,shea butter,True,Japan,1930350.0,primer sensitive occasional shea butter,
magic mascara,too faced,eyeliner,weekly,64.83,4.4,5268,100ml,combination,female,Jar,aloe vera,False,Japan,972450.0,eyeliner combination weekly aloe vera,
divine contour,kylie cosmetics,powder,monthly,35.07,4.3,411,250ml,oily,male,Tube,salicylic acid,False,France,526050.0,powder oily monthly salicylic acid,
divine lip liner,kvd beauty,moisturizer,weekly,68.5,4.6,4761,200ml,combination,female,Tube,shea butter,True,South Korea,1027500.0,moisturizer combination weekly shea butter,
ultra concealer,e.l.f.,eye shadow,occasional,116.52,1.2,9179,30ml,normal,female,Jar,retinol,True,South Korea,1747800.0,eye shadow normal occasional retinol,
divine bronzer,milk makeup,lipstick,occasional,119.8,2.7,204,100ml,combination,unisex,Compact,shea butter,True,South Korea,1797000.0,lipstick combination occasional shea butter,
ultra face mask,morphe,cleanser,daily,85.54,2.3,4741,100ml,sensitive,female,Tube,hyaluronic acid,False,Italy,1283100.0,cleanser sensitive daily hyaluronic acid,
ultra face mask,shiseido,cleanser,occasional,72.33,3.6,9237,250ml,dry,female,Spray,shea butter,True,Italy,1084950.0,cleanser dry occasional shea butter,
super lip gloss,anastasia beverly hills,contour,daily,22.29,4.1,4401,200ml,combination,unisex,Bottle,salicylic acid,False,UK,334350.0,contour combination daily salicylic acid,
super face mask,rms beauty,lipstick,weekly,97.53,2.4,8111,30ml,normal,male,Jar,vitamin c,True,Italy,1462950.0,lipstick normal weekly vitamin c,
ultra cleanser,kylie cosmetics,moisturizer,weekly,138.4,3.0,6958,250ml,combination,male,Compact,shea butter,True,Australia,2076000.0,moisturizer combination weekly shea butter,
perfect face mask,tarte,setting spray,monthly,144.28,1.8,5219,50ml,sensitive,female,Stick,salicylic acid,True,France,2164200.0,setting spray sensitive monthly salicylic acid,
perfect makeup remover,e.l.f.,serum,weekly,133.23,1.1,2413,30ml,oily,male,Spray,vitamin c,True,USA,1998449.9999999998,serum oily weekly vitamin c,
divine contour,farsali,cleanser,occasional,93.18,1.0,3505,150ml,normal,unisex,Bottle,glycerin,True,USA,1397700.0,cleanser normal occasional glycerin,
super mascara,bourjois,primer,weekly,110.67,1.3,9361,200ml,oily,female,Compact,glycerin,False,France,1660050.0,primer oily weekly glycerin,
magic face oil,colourpop,contour,daily,116.42,4.0,4917,30ml,oily,unisex,Tube,salicylic acid,True,France,1746300.0,contour oily daily salicylic acid,
super exfoliator,shiseido,cleanser,weekly,147.69,4.5,4697,150ml,combination,male,Compact,salicylic acid,True,Italy,2215350.0,cleanser combination weekly salicylic acid,
ultra highlighter,becca,setting spray,occasional,116.02,2.4,1247,250ml,normal,unisex,Jar,salicylic acid,False,Germany,1740300.0,setting spray normal occasional salicylic acid,
perfect setting spray,colourpop,moisturizer,occasional,81.34,4.1,9626,100ml,oily,male,Stick,salicylic acid,False,France,1220100.0,moisturizer oily occasional salicylic acid,
ultra blush,make up for ever,foundation,occasional,126.69,1.6,3402,200ml,oily,male,Stick,retinol,False,Japan,1900350.0,foundation oily occasional retinol,
divine contour,milk makeup,primer,monthly,47.64,4.3,9144,200ml,oily,female,Jar,aloe vera,False,Japan,714600.0,primer oily monthly aloe vera,
perfect bronzer,laura mercier,powder,daily,129.56,3.7,2598,50ml,sensitive,male,Jar,salicylic acid,False,Australia,1943400.0,powder sensitive daily salicylic acid,
divine makeup remover,juvia’s place,lipstick,daily,116.05,4.9,5804,100ml,combination,unisex,Jar,retinol,True,South Korea,1740750.0,lipstick combination daily retinol,
ultra mascara,morphe,lip gloss,occasional,69.58,4.6,8364,150ml,sensitive,female,Jar,glycerin,False,Australia,1043700.0,lip gloss sensitive occasional glycerin,
ultra cc cream,kiehl’s,lip liner,occasional,33.02,3.6,2150,200ml,dry,unisex,Stick,vitamin c,True,USA,495300.00000000006,lip liner dry occasional vitamin c,
super moisturizer,nars,serum,daily,65.03,3.0,4400,150ml,sensitive,male,Tube,glycerin,False,Italy,975450.0,serum sensitive daily glycerin,
perfect lip gloss,tarte,setting spray,weekly,22.96,4.4,8936,50ml,combination,unisex,Bottle,shea butter,False,USA,344400.0,setting spray combination weekly shea butter,
divine powder,sisley,setting spray,daily,18.46,4.8,9269,250ml,sensitive,unisex,Tube,aloe vera,True,Australia,276900.0,setting spray sensitive daily aloe vera,
divine moisturizer,bite beauty,face mask,weekly,30.06,4.1,9808,30ml,sensitive,unisex,Bottle,salicylic acid,False,USA,450900.0,face mask sensitive weekly salicylic acid,
ultra bb cream,natasha denona,bronzer,monthly,52.73,1.0,3062,150ml,normal,male,Spray,glycerin,False,Japan,790950.0,bronzer normal monthly glycerin,
ultra blush,anastasia beverly hills,foundation,monthly,71.73,2.1,7881,150ml,normal,female,Jar,retinol,False,Japan,1075950.0,foundation normal monthly retinol,
divine contour,patrick ta,eyeliner,weekly,103.53,1.0,6801,100ml,oily,female,Compact,hyaluronic acid,True,USA,1552950.0,eyeliner oily weekly hyaluronic acid,
ultra face mask,morphe,blush,weekly,46.16,4.2,7672,200ml,sensitive,female,Tube,hyaluronic acid,True,UK,692400.0,blush sensitive weekly hyaluronic acid,
divine lip liner,farsali,powder,daily,33.69,2.7,1437,150ml,combination,unisex,Compact,aloe vera,True,Germany,505349.99999999994,powder combination daily aloe vera,
perfect highlighter,drunk elephant,setting spray,monthly,30.41,3.0,9039,30ml,oily,unisex,Bottle,aloe vera,False,France,456150.0,setting spray oily monthly aloe vera,
magic primer,hourglass,blush,daily,23.82,4.9,3107,250ml,normal,female,Jar,salicylic acid,False,Japan,357300.0,blush normal daily salicylic acid,
super bb cream,patrick ta,eye shadow,monthly,25.59,3.1,1366,250ml,normal,female,Bottle,retinol,False,UK,383850.0,eye shadow normal monthly retinol,
ultra eyeliner,hourglass,concealer,monthly,49.87,1.7,1767,250ml,normal,male,Tube,hyaluronic acid,True,South Korea,748050.0,concealer normal monthly hyaluronic acid,
super lip gloss,kylie cosmetics,face mask,occasional,35.22,3.7,7267,30ml,normal,female,Stick,vitamin c,True,Australia,528300.0,face mask normal occasional vitamin c,
super moisturizer,bite beauty,eye shadow,weekly,31.9,4.3,8438,200ml,oily,male,Compact,hyaluronic acid,True,South Korea,478500.0,eye shadow oily weekly hyaluronic acid,
perfect powder,danessa myricks,powder,occasional,23.14,4.4,8558,100ml,normal,unisex,Compact,salicylic acid,True,South Korea,347100.0,powder normal occasional salicylic acid,
divine exfoliator,nars,blush,weekly,108.61,2.6,6667,100ml,normal,male,Stick,glycerin,False,Japan,1629150.0,blush normal weekly glycerin,
ultra face oil,glossier,bronzer,weekly,134.59,1.2,6813,100ml,oily,male,Bottle,vitamin c,False,USA,2018850.0,bronzer oily weekly vitamin c,
super powder,bobby brown,makeup remover,daily,93.12,2.2,5880,30ml,dry,female,Spray,aloe vera,True,France,1396800.0,makeup remover dry daily aloe vera,
magic makeup remover,bobby brown,cleanser,daily,138.67,1.9,2935,250ml,sensitive,male,Spray,retinol,True,Germany,2080049.9999999998,cleanser sensitive daily retinol,
perfect primer,huda beauty,concealer,weekly,46.46,4.6,8213,250ml,dry,male,Jar,salicylic acid,False,USA,696900.0,concealer dry weekly salicylic acid,
divine mascara,perricone md,setting spray,monthly,47.23,4.0,5226,30ml,dry,male,Stick,aloe vera,True,Japan,708450.0,setting spray dry monthly aloe vera,
super eyeliner,shiseido,cleanser,occasional,63.03,2.0,2427,30ml,normal,male,Bottle,retinol,False,Australia,945450.0,cleanser normal occasional retinol,
ultra lipstick,farsali,face mask,monthly,88.4,1.6,2487,200ml,dry,unisex,Spray,shea butter,False,Germany,1326000.0,face mask dry monthly shea butter,
super contour,huda beauty,blush,weekly,66.52,3.7,1553,200ml,normal,unisex,Jar,aloe vera,False,UK,997799.9999999999,blush normal weekly aloe vera,
perfect face oil,tarte,eye shadow,monthly,63.56,5.0,8193,150ml,combination,female,Stick,hyaluronic acid,False,South Korea,953400.0,eye shadow combination monthly hyaluronic acid,
super cc cream,hourglass,contour,weekly,59.64,4.1,9702,100ml,normal,unisex,Tube,aloe vera,True,France,894600.0,contour normal weekly aloe vera,
perfect highlighter,it cosmetics,face mask,daily,133.98,4.6,3082,200ml,dry,male,Compact,aloe vera,True,Germany,2009699.9999999998,face mask dry daily aloe vera,
ultra bb cream,shiseido,cleanser,monthly,112.13,4.1,1006,50ml,combination,male,Tube,hyaluronic acid,False,Germany,1681950.0,cleanser combination monthly hyaluronic acid,
magic mascara,colourpop,foundation,weekly,90.81,2.7,7987,150ml,sensitive,male,Tube,salicylic acid,False,Australia,1362150.0,foundation sensitive weekly salicylic acid,
super cc cream,tarte,makeup remover,occasional,116.42,2.4,2590,50ml,normal,female,Bottle,salicylic acid,False,France,1746300.0,makeup remover normal occasional salicylic acid,
super lip gloss,anastasia beverly hills,makeup remover,occasional,109.54,3.7,3611,50ml,normal,male,Bottle,vitamin c,False,USA,1643100.0,makeup remover normal occasional vitamin c,
ultra powder,tarte,exfoliator,monthly,135.15,3.0,3153,30ml,combination,unisex,Spray,hyaluronic acid,False,Japan,2027250.0,exfoliator combination monthly hyaluronic acid,
divine eye shadow,fenty beauty,contour,weekly,55.68,1.5,5905,150ml,sensitive,male,Tube,glycerin,False,South Korea,835200.0,contour sensitive weekly glycerin,
magic contour,danessa myricks,setting spray,occasional,129.43,5.0,1534,250ml,sensitive,unisex,Stick,hyaluronic acid,False,USA,1941450.0,setting spray sensitive occasional hyaluronic acid,
